BOROUGH,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CRASH DATE,CRASH TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,_id
,Following Too Closely,Unspecified,4/16/2021,15:05,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbbd
BROOKLYN,Failure to Yield Right-of-Way,Unspecified,4/16/2021,15:45,1,0,Sedan,Bike,65226c0c27407f3e1fedfbbe
MANHATTAN,Driver Inattention/Distraction,,4/15/2021,8:20,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbbf
BROOKLYN,Unspecified,Unspecified,4/10/2021,19:09,0,0,Sedan,fire truck,65226c0c27407f3e1fedfbc0
,Following Too Closely,Unspecified,4/12/2021,6:55,1,0,Station Wagon/Sport Utility Vehicle,Chassis Cab,65226c0c27407f3e1fedfbc1
BROOKLYN,Unspecified,Unspecified,4/15/2021,18:20,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfbc2
,Driver Inattention/Distraction,Unspecified,4/11/2021,1:36,0,0,Sedan,E-Scooter,65226c0c27407f3e1fedfbc3
,Passing Too Closely,Unspecified,9/11/2021,4:27,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbc4
,Passing or Lane Usage Improper,Passing or Lane Usage Improper,4/16/2021,22:42,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbc5
MANHATTAN,Driver Inattention/Distraction,,4/14/2021,23:32,1,0,Sedan,,65226c0c27407f3e1fedfbc6
,Unspecified,Unspecified,4/15/2021,8:30,1,0,Taxi,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbc7
,Driver Inattention/Distraction,,4/14/2021,11:26,1,0,Sedan,,65226c0c27407f3e1fedfbc8
,Unsafe Speed,Unsafe Lane Changing,4/14/2021,11:00,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbc9
BROOKLYN,Passing or Lane Usage Improper,Unspecified,4/14/2021,12:37,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfbca
,Unsafe Speed,,4/14/2021,0:25,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbcb
BRONX,Unspecified,Unspecified,4/14/2021,12:45,0,0,Sedan,Sedan,65226c0c27407f3e1fedfbcc
BROOKLYN,Unspecified,Unspecified,4/14/2021,14:25,1,0,Taxi,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbcd
,Unspecified,Unspecified,4/14/2021,23:20,1,0,Sedan,Sedan,65226c0c27407f3e1fedfbce
BROOKLYN,Other Vehicular,Other Vehicular,4/15/2021,18:45,0,0,Sedan,Box Truck,65226c0c27407f3e1fedfbcf
BROOKLYN,Reaction to Uninvolved Vehicle,,4/14/2021,15:34,1,0,Sedan,,65226c0c27407f3e1fedfbd0
,Unspecified,,4/16/2021,23:30,0,0,Sedan,,65226c0c27407f3e1fedfbd1
,Driver Inattention/Distraction,,4/15/2021,3:46,0,0,Sedan,,65226c0c27407f3e1fedfbd2
,Following Too Closely,Unspecified,4/8/2021,0:00,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbd3
BROOKLYN,Unspecified,Unspecified,4/14/2021,13:20,0,0,Sedan,Sedan,65226c0c27407f3e1fedfbd4
,Unspecified,Unspecified,4/14/2021,6:15,0,0,Tractor Truck Diesel,Sedan,65226c0c27407f3e1fedfbd5
BROOKLYN,Unspecified,Unspecified,4/16/2021,15:12,1,0,Sedan,Bike,65226c0c27407f3e1fedfbd6
BROOKLYN,Failure to Yield Right-of-Way,Unspecified,4/14/2021,19:30,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfbd7
QUEENS,Unspecified,,4/14/2021,10:30,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbd8
QUEENS,Unspecified,,4/15/2021,6:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbd9
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/13/2021,16:20,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfbda
,Unspecified,,4/15/2021,1:20,1,0,Bike,,65226c0c27407f3e1fedfbdb
,Failure to Yield Right-of-Way,Unspecified,4/12/2021,18:00,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfbdc
,Unspecified,Unspecified,4/14/2021,17:25,0,0,Sedan,Sedan,65226c0c27407f3e1fedfbdd
BRONX,Other Vehicular,,4/12/2021,19:45,0,0,Sedan,,65226c0c27407f3e1fedfbde
,Unspecified,,4/16/2021,16:46,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbdf
,Unsafe Lane Changing,Unspecified,4/15/2021,9:20,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbe0
QUEENS,Failure to Yield Right-of-Way,Unspecified,4/15/2021,13:30,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbe1
QUEENS,Unspecified,Unspecified,4/14/2021,17:45,0,0,Sedan,Sedan,65226c0c27407f3e1fedfbe2
,Driver Inattention/Distraction,Unspecified,4/14/2021,9:30,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfbe3
BRONX,Unspecified,,4/14/2021,0:00,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbe4
BRONX,Unspecified,Unspecified,4/15/2021,16:54,1,0,Sedan,Sedan,65226c0c27407f3e1fedfbe5
,Pavement Slippery,Following Too Closely,4/15/2021,19:20,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbe6
,Unspecified,,4/16/2021,0:17,0,0,Sedan,,65226c0c27407f3e1fedfbe7
BROOKLYN,Passing Too Closely,Unspecified,4/16/2021,13:02,0,0,Station Wagon/Sport Utility Vehicle,Box Truck,65226c0c27407f3e1fedfbe8
BROOKLYN,Unspecified,,4/16/2021,11:38,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbe9
,Unspecified,Unspecified,4/15/2021,22:50,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbea
BROOKLYN,Following Too Closely,Unspecified,4/14/2021,13:07,1,0,Bike,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbeb
BRONX,Turning Improperly,Unspecified,4/14/2021,18:49,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbec
,Traffic Control Disregarded,Traffic Control Disregarded,4/15/2021,22:35,0,0,Sedan,Sedan,65226c0c27407f3e1fedfbed
BRONX,Other Vehicular,,4/14/2021,22:20,0,0,Sedan,,65226c0c27407f3e1fedfbee
QUEENS,Unspecified,Unspecified,4/16/2021,6:30,0,0,Sedan,,65226c0c27407f3e1fedfbef
BROOKLYN,Unspecified,,4/14/2021,17:30,0,0,Sedan,,65226c0c27407f3e1fedfbf0
BROOKLYN,Unspecified,,4/14/2021,9:50,1,0,Sedan,,65226c0c27407f3e1fedfbf1
,Driver Inattention/Distraction,Unspecified,4/16/2021,12:00,0,0,Sedan,Sedan,65226c0c27407f3e1fedfbf2
,Following Too Closely,Unspecified,4/16/2021,11:30,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbf3
,Driver Inattention/Distraction,Unspecified,4/14/2021,8:00,0,0,Bus,Sedan,65226c0c27407f3e1fedfbf4
BROOKLYN,Following Too Closely,Unspecified,4/13/2021,9:35,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbf5
QUEENS,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4/14/2021,6:10,0,0,Station Wagon/Sport Utility Vehicle,Bike,65226c0c27407f3e1fedfbf6
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/16/2021,18:18,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbf7
BROOKLYN,Unspecified,,4/16/2021,9:40,1,0,Sedan,,65226c0c27407f3e1fedfbf8
QUEENS,Traffic Control Disregarded,Unspecified,4/14/2021,12:00,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbf9
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/16/2016,14:20,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbfa
,Unsafe Lane Changing,Unspecified,4/16/2021,1:30,0,0,Sedan,,65226c0c27407f3e1fedfbfb
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/10/2021,23:05,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfbfc
,Following Too Closely,Unspecified,4/14/2021,5:32,0,0,Sedan,Sedan,65226c0c27407f3e1fedfbfd
STATEN ISLAND,Passing Too Closely,Passing Too Closely,4/16/2021,6:49,0,0,Bus,Sedan,65226c0c27407f3e1fedfbfe
QUEENS,Unsafe Speed,Unspecified,4/15/2021,22:15,0,0,Sedan,Sedan,65226c0c27407f3e1fedfbff
STATEN ISLAND,Traffic Control Disregarded,Unspecified,4/14/2021,15:10,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc00
,Following Too Closely,Unspecified,4/16/2021,17:04,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc01
,Unspecified,Unspecified,4/15/2021,13:30,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc02
QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,4/15/2021,16:50,0,0,Pick-up Truck,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc03
,Following Too Closely,Unspecified,4/14/2021,16:02,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc04
BROOKLYN,Passing Too Closely,Unspecified,4/6/2021,15:02,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc05
,Following Too Closely,Unspecified,4/15/2021,15:00,1,0,Station Wagon/Sport Utility Vehicle,Pick-up Truck,65226c0c27407f3e1fedfc06
,Unsafe Lane Changing,Unspecified,4/16/2021,6:50,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc07
,Driver Inattention/Distraction,Driver Inattention/Distraction,4/14/2021,10:16,1,0,Station Wagon/Sport Utility Vehicle,Bike,65226c0c27407f3e1fedfc08
,Following Too Closely,Unspecified,4/15/2021,5:36,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfc09
BROOKLYN,Passing Too Closely,Unspecified,4/6/2021,21:30,0,0,Sedan,,65226c0c27407f3e1fedfc0a
BROOKLYN,Unspecified,,4/9/2021,20:00,0,0,Sedan,,65226c0c27407f3e1fedfc0b
,Failure to Yield Right-of-Way,,4/15/2021,8:30,1,0,Sedan,,65226c0c27407f3e1fedfc0c
,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,3/25/2021,9:52,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc0d
,Unspecified,,4/15/2021,9:09,0,0,Sedan,,65226c0c27407f3e1fedfc0e
,Driver Inattention/Distraction,Following Too Closely,4/14/2021,22:50,2,0,Station Wagon/Sport Utility Vehicle,Taxi,65226c0c27407f3e1fedfc0f
QUEENS,Unspecified,,4/10/2021,18:50,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc10
,Unspecified,Unspecified,4/15/2021,14:46,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc11
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/15/2021,11:10,0,0,Tractor Truck Diesel,Tractor Truck Diesel,65226c0c27407f3e1fedfc12
QUEENS,Driver Inattention/Distraction,Unspecified,4/16/2021,11:20,0,0,Sedan,Chassis Cab,65226c0c27407f3e1fedfc13
,Unspecified,Unspecified,4/14/2021,18:04,2,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfc14
,Driver Inattention/Distraction,,4/14/2021,21:40,1,0,,,65226c0c27407f3e1fedfc15
,Driver Inattention/Distraction,Unspecified,4/15/2020,15:20,0,0,Sedan,Tractor Truck Diesel,65226c0c27407f3e1fedfc16
QUEENS,Unspecified,Unspecified,4/15/2021,16:10,3,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc17
,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4/8/2021,17:25,1,0,Bike,,65226c0c27407f3e1fedfc18
QUEENS,Driver Inattention/Distraction,Unspecified,4/16/2021,9:29,1,0,Sedan,Sedan,65226c0c27407f3e1fedfc19
,Driverless/Runaway Vehicle,,4/14/2021,19:30,0,0,Sedan,,65226c0c27407f3e1fedfc1a
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,15:00,0,0,Sedan,,65226c0c27407f3e1fedfc1b
,Unsafe Speed,,4/14/2021,3:04,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc1c
,Unspecified,Unspecified,4/15/2021,19:45,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfc1d
QUEENS,Traffic Control Disregarded,Unspecified,4/13/2021,8:24,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc1e
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,13:16,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc1f
BROOKLYN,Unspecified,,4/16/2021,8:30,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc20
BRONX,Failure to Yield Right-of-Way,Other Vehicular,7/9/2021,14:19,1,0,Sedan,Sedan,65226c0c27407f3e1fedfc21
BRONX,Failure to Yield Right-of-Way,Unspecified,4/16/2021,20:17,1,0,E-Bike,Sedan,65226c0c27407f3e1fedfc22
STATEN ISLAND,Driver Inexperience,Turning Improperly,4/15/2021,16:08,1,0,Station Wagon/Sport Utility Vehicle,Van,65226c0c27407f3e1fedfc23
,Unspecified,,4/14/2021,10:00,0,0,Sedan,,65226c0c27407f3e1fedfc24
BROOKLYN,Unspecified,,4/15/2021,17:47,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc25
,Driver Inattention/Distraction,Unspecified,4/15/2021,12:00,0,0,Station Wagon/Sport Utility Vehicle,Bus,65226c0c27407f3e1fedfc26
QUEENS,Failure to Yield Right-of-Way,View Obstructed/Limited,4/15/2021,20:29,1,0,Sedan,Sedan,65226c0c27407f3e1fedfc27
BROOKLYN,Unspecified,Unspecified,4/14/2021,13:06,0,0,Sedan,,65226c0c27407f3e1fedfc28
,Driver Inattention/Distraction,Unspecified,4/10/2021,16:28,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfc29
,Passing Too Closely,Unspecified,4/16/2021,10:15,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc2a
,Driver Inattention/Distraction,Unspecified,4/16/2021,4:00,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc2b
QUEENS,Turning Improperly,Unspecified,4/16/2021,20:59,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc2c
BROOKLYN,Unspecified,Unspecified,4/15/2021,22:27,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc2d
,Driver Inattention/Distraction,Unspecified,4/15/2021,19:00,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc2e
,Pavement Slippery,Pavement Slippery,4/16/2021,6:30,4,0,Sedan,Sedan,65226c0c27407f3e1fedfc2f
BROOKLYN,Unspecified,Unspecified,4/16/2021,7:30,0,0,Box Truck,Sedan,65226c0c27407f3e1fedfc30
BROOKLYN,Unsafe Speed,Turning Improperly,4/16/2021,9:35,2,0,Sedan,Taxi,65226c0c27407f3e1fedfc31
QUEENS,Aggressive Driving/Road Rage,Unspecified,4/15/2021,0:08,1,0,scooter,,65226c0c27407f3e1fedfc32
MANHATTAN,Unspecified,,4/15/2021,17:30,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc33
BROOKLYN,Passing or Lane Usage Improper,Unspecified,4/16/2021,2:12,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc34
BRONX,Failure to Yield Right-of-Way,Unspecified,4/13/2021,16:49,2,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc35
BRONX,Failure to Yield Right-of-Way,Unspecified,9/11/2021,21:00,1,0,E-Bike,Sedan,65226c0c27407f3e1fedfc36
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/14/2021,15:00,0,0,CATER,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc37
,Passing or Lane Usage Improper,Driver Inattention/Distraction,4/14/2021,20:25,1,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfc38
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/10/2021,13:45,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc39
BROOKLYN,Traffic Control Disregarded,Unspecified,4/16/2021,18:45,0,0,Bus,Sedan,65226c0c27407f3e1fedfc3a
BROOKLYN,Passing Too Closely,Unspecified,4/14/2021,0:00,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc3b
QUEENS,Failure to Yield Right-of-Way,Unspecified,4/15/2021,15:05,2,0,Sedan,Sedan,65226c0c27407f3e1fedfc3c
MANHATTAN,Driver Inattention/Distraction,,4/16/2021,21:04,0,0,Taxi,,65226c0c27407f3e1fedfc3d
,Unspecified,Unspecified,4/16/2021,0:00,0,0,PKUP,Hopper,65226c0c27407f3e1fedfc3e
QUEENS,Following Too Closely,Unspecified,4/14/2021,8:20,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc3f
,Following Too Closely,Unspecified,4/15/2021,15:45,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc40
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/15/2021,18:23,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc41
BRONX,Traffic Control Disregarded,Unspecified,4/14/2021,21:20,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc42
BROOKLYN,Unspecified,Unspecified,4/2/2021,22:20,1,0,Station Wagon/Sport Utility Vehicle,E-Bike,65226c0c27407f3e1fedfc43
BRONX,Unspecified,,4/14/2021,16:00,0,0,Sedan,,65226c0c27407f3e1fedfc44
BRONX,Unspecified,Unspecified,4/14/2021,11:00,0,0,Sedan,,65226c0c27407f3e1fedfc45
QUEENS,Passing or Lane Usage Improper,Unspecified,4/14/2021,8:45,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc46
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,22:32,2,0,Sedan,Sedan,65226c0c27407f3e1fedfc47
,Unspecified,,4/9/2021,18:15,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc48
BROOKLYN,Unspecified,Unspecified,4/14/2021,11:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc49
,Following Too Closely,Unspecified,4/16/2021,15:04,2,0,Sedan,Sedan,65226c0c27407f3e1fedfc4a
BROOKLYN,Unspecified,,4/14/2021,18:10,0,0,Sedan,,65226c0c27407f3e1fedfc4b
BROOKLYN,Unspecified,,4/13/2021,13:00,0,0,Sedan,,65226c0c27407f3e1fedfc4c
,Other Vehicular,Unspecified,4/16/2021,15:20,4,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc4d
,Traffic Control Disregarded,Unspecified,4/16/2021,18:25,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfc4e
QUEENS,Driver Inattention/Distraction,,4/15/2021,17:03,1,0,Sedan,,65226c0c27407f3e1fedfc4f
,Passing Too Closely,Unspecified,4/16/2021,8:40,0,0,Box Truck,Sedan,65226c0c27407f3e1fedfc50
,Failure to Yield Right-of-Way,Unspecified,9/8/2021,18:00,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc51
,Backing Unsafely,Unspecified,4/16/2021,15:00,0,0,Bus,Sedan,65226c0c27407f3e1fedfc52
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/15/2021,14:54,0,0,Box Truck,Sedan,65226c0c27407f3e1fedfc53
,Unspecified,,4/15/2021,9:30,0,0,Sedan,,65226c0c27407f3e1fedfc54
,Unsafe Speed,Reaction to Uninvolved Vehicle,4/14/2021,23:26,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc55
,Driver Inattention/Distraction,Unspecified,4/13/2021,17:20,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfc56
BROOKLYN,Other Vehicular,Following Too Closely,4/15/2021,16:20,1,0,Sedan,Sedan,65226c0c27407f3e1fedfc57
,Reaction to Uninvolved Vehicle,Unspecified,4/15/2021,7:34,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc58
QUEENS,Alcohol Involvement,Unspecified,4/14/2021,2:10,0,0,Pick-up Truck,Sedan,65226c0c27407f3e1fedfc59
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/15/2021,15:30,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc5a
BROOKLYN,Turning Improperly,Unspecified,4/14/2021,7:44,0,0,Sedan,FDNY TRUCK,65226c0c27407f3e1fedfc5b
,Following Too Closely,Unspecified,4/16/2021,15:16,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc5c
STATEN ISLAND,Passing or Lane Usage Improper,Unspecified,4/15/2021,13:45,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc5d
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/15/2021,0:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc5e
,Other Vehicular,Failure to Yield Right-of-Way,4/14/2021,19:40,0,0,Carry All,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc5f
,Turning Improperly,Unspecified,4/13/2021,14:44,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc60
BRONX,Unsafe Lane Changing,Unspecified,4/14/2021,9:30,0,0,FDNY Ambul,Pick-up Truck,65226c0c27407f3e1fedfc61
,Following Too Closely,Unspecified,4/14/2021,13:20,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc62
,Passing or Lane Usage Improper,Unspecified,4/15/2021,16:00,0,0,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,65226c0c27407f3e1fedfc63
,Unsafe Speed,Unspecified,4/16/2021,20:24,1,0,Sedan,Sedan,65226c0c27407f3e1fedfc64
,Driver Inattention/Distraction,Unspecified,4/16/2021,16:25,0,0,Box Truck,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc65
QUEENS,Following Too Closely,Driver Inexperience,4/15/2021,15:45,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc66
MANHATTAN,Driver Inattention/Distraction,,9/9/2021,16:45,1,0,Sedan,,65226c0c27407f3e1fedfc67
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/8/2021,13:25,0,0,Pick-up Truck,Sedan,65226c0c27407f3e1fedfc68
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/1/2021,15:10,0,0,Sedan,Bike,65226c0c27407f3e1fedfc69
BRONX,Unspecified,,4/14/2021,12:12,1,0,Sedan,Sedan,65226c0c27407f3e1fedfc6a
QUEENS,Backing Unsafely,,4/5/2021,9:15,1,0,Sedan,,65226c0c27407f3e1fedfc6b
QUEENS,Backing Unsafely,Unspecified,4/16/2021,16:20,0,0,Sedan,,65226c0c27407f3e1fedfc6c
BROOKLYN,Unspecified,Unspecified,4/15/2021,9:00,1,0,Sedan,Sedan,65226c0c27407f3e1fedfc6d
,Unspecified,,8/28/2021,18:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc6e
MANHATTAN,Driver Inattention/Distraction,,4/10/2021,11:15,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc6f
,Unspecified,,4/13/2021,13:40,0,0,Bus,Bus,65226c0c27407f3e1fedfc70
STATEN ISLAND,Failure to Yield Right-of-Way,,4/15/2021,15:34,1,0,Sedan,,65226c0c27407f3e1fedfc71
,Following Too Closely,Unspecified,4/10/2021,8:50,0,0,Pick-up Truck,Sedan,65226c0c27407f3e1fedfc72
STATEN ISLAND,Unspecified,Unspecified,4/15/2021,12:15,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfc73
QUEENS,Driver Inattention/Distraction,Unspecified,4/7/2021,14:30,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfc74
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,5:39,3,0,Sedan,Sedan,65226c0c27407f3e1fedfc75
MANHATTAN,Other Vehicular,Turning Improperly,4/16/2021,22:00,0,0,Station Wagon/Sport Utility Vehicle,Van,65226c0c27407f3e1fedfc76
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/15/2021,20:00,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc77
QUEENS,Driver Inattention/Distraction,Unspecified,4/16/2021,14:00,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc78
,Traffic Control Disregarded,,4/14/2021,8:45,0,0,Box Truck,,65226c0c27407f3e1fedfc79
QUEENS,Driver Inattention/Distraction,Unspecified,4/14/2021,17:00,0,0,Sedan,,65226c0c27407f3e1fedfc7a
QUEENS,Passing Too Closely,Unspecified,4/15/2021,23:09,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc7b
BROOKLYN,Failure to Yield Right-of-Way,Unspecified,4/16/2021,15:32,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc7c
BROOKLYN,Unspecified,,4/16/2021,22:45,0,0,Sedan,,65226c0c27407f3e1fedfc7d
BROOKLYN,Passing Too Closely,Unspecified,4/14/2021,11:40,0,0,Sedan,,65226c0c27407f3e1fedfc7e
,Driver Inattention/Distraction,Unspecified,4/14/2021,14:15,1,0,Sedan,Sedan,65226c0c27407f3e1fedfc7f
QUEENS,Driver Inattention/Distraction,Unspecified,4/14/2021,10:10,1,0,Sedan,Sedan,65226c0c27407f3e1fedfc80
,Passing or Lane Usage Improper,Unspecified,4/10/2021,0:00,0,0,Sedan,,65226c0c27407f3e1fedfc81
STATEN ISLAND,Unspecified,,4/15/2021,20:00,0,0,Sedan,,65226c0c27407f3e1fedfc82
BROOKLYN,Unspecified,Unspecified,4/16/2021,12:30,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc83
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/16/2021,16:15,0,0,Taxi,Bus,65226c0c27407f3e1fedfc84
BROOKLYN,Passing or Lane Usage Improper,Unspecified,4/2/2021,18:00,0,0,Pick-up Truck,,65226c0c27407f3e1fedfc85
